date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,aerosol_optical_depth,dust,uv_index,us_aqi,european_aqi
2025-10-03,14.308333333333332,11.416666666666666,417.625,9.375,5.595833333333334,54.25,0.285,4.166666666666667,1.9229166666666666,45.25,24.958333333333332
2025-10-04,12.079166666666666,11.345833333333333,416.125,11.341666666666667,6.3625,56.208333333333336,0.26916666666666667,0.5416666666666666,1.6958333333333335,44.166666666666664,26.125
2025-10-05,21.625,20.6875,430.7916666666667,17.595833333333335,8.8125,53.958333333333336,0.37958333333333333,1.4583333333333333,1.14375,56.416666666666664,32.458333333333336
2025-10-06,13.895833333333334,13.370833333333332,395.3333333333333,11.208333333333334,5.716666666666666,70.33333333333333,0.2866666666666667,0.9583333333333334,1.6791666666666665,65.70833333333333,40.916666666666664
2025-10-07,23.5,19.454166666666666,711.2916666666666,12.625,8.670833333333333,71.33333333333333,0.41041666666666665,7.625,1.2562499999999999,54.041666666666664,33.75
2025-10-08,35.166666666666664,31.27916666666667,746.125,16.233333333333334,11.137500000000001,78.95833333333333,0.53125,7.166666666666667,1.4604166666666665,79.5,57.208333333333336
2025-10-09,47.699999999999996,38.9375,585.875,20.724999999999998,15.375,78.75,0.57375,16.75,1.3125,99.5,68.08333333333333
2025-10-10,54.583333333333336,38.9375,452.3333333333333,19.404166666666665,13.991666666666667,83.79166666666667,0.3425,31.25,2.1625,114.70833333333333,73.0
2025-10-11,45.75416666666666,35.329166666666666,403.4583333333333,14.533333333333333,12.487499999999999,91.75,0.3179166666666667,20.541666666666668,1.9104166666666667,99.91666666666667,68.0
2025-10-12,49.14166666666667,44.958333333333336,402.6666666666667,17.95416666666667,13.725,91.20833333333333,0.5620833333333334,8.25,1.64375,109.16666666666667,71.33333333333333
2025-10-13,53.50833333333333,51.75833333333333,483.9583333333333,16.641666666666666,15.791666666666666,88.29166666666667,0.88375,3.5,0.9500000000000001,137.16666666666666,80.20833333333333
2025-10-14,28.666666666666668,28.40833333333333,414.7916666666667,10.4125,10.2125,80.41666666666667,0.5095833333333334,0.4166666666666667,1.60625,116.54166666666667,73.58333333333333
2025-10-15,23.25,22.679166666666664,326.5416666666667,10.658333333333333,7.754166666666666,74.54166666666667,0.2916666666666667,0.5833333333333334,1.9312500000000001,72.04166666666667,49.833333333333336
2025-10-16,36.46666666666666,35.1875,466.4583333333333,11.6625,12.275,95.79166666666667,0.3970833333333333,2.25,2.1416666666666666,87.58333333333333,62.708333333333336
2025-10-17,47.324999999999996,45.6625,478.0,13.316666666666668,14.4625,97.41666666666667,0.5883333333333333,3.0,1.7416666666666665,110.875,71.83333333333333
